i,x,A,P,rho,u,p,E,a,M,k
113,1.1300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9847075604300304e-01,2.3585771652769776e+02,3.7873791356369667e+05,2.9043726479126611e+06,8.7867412921944538e+02,2.6842456000977039e-01,1.2200000000000000e+00
114,1.1400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9871671132552196e-01,2.3592125347004418e+02,3.7871215147432708e+05,2.9030103480215096e+06,8.7846375074387424e+02,2.6856117087389031e-01,1.2200000000000000e+00
115,1.1500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9896210309336384e-01,2.3600656079935254e+02,3.7867832038333284e+05,2.9015957900137901e+06,8.7824455094076598e+02,2.6872533458538955e-01,1.2200000000000000e+00
116,1.1600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9919713834799893e-01,2.3614299005058723e+02,3.7863444189754367e+05,2.9001679115363313e+06,8.7802141441965807e+02,2.6894900986745252e-01,1.2200000000000000e+00
117,1.1700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9941468228900441e-01,2.3638128197433130e+02,3.7858163185960753e+05,2.8987813131776126e+06,8.7780084895840048e+02,2.6928805349735263e-01,1.2200000000000000e+00
118,1.1800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9955801324568703e-01,2.3674076119338989e+02,3.7848263651611248e+05,2.8974295276121777e+06,8.7758115680551691e+02,2.6976509164707901e-01,1.2200000000000000e+00
119,1.1900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9953152373532226e-01,2.3726860942441959e+02,3.7826830131903099e+05,2.8960563907594997e+06,8.7735201563386590e+02,2.7043718507103298e-01,1.2200000000000000e+00
120,1.2000000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9922126779192464e-01,2.3813194705934592e+02,3.7785316481694841e+05,2.8945974489038759e+06,8.7709742872544166e+02,2.7149999448224182e-01,1.2200000000000000e+00
121,1.2100000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9851747985504167e-01,2.3954862792654097e+02,3.7715291233176203e+05,2.8929881003990159e+06,8.7679936951910952e+02,2.7320802940121197e-01,1.2200000000000000e+00
122,1.2200000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9740196972996729e-01,2.4161101714001799e+02,3.7615097557260224e+05,2.8912092412401605e+06,8.7645109205778169e+02,2.7566970858892981e-01,1.2200000000000000e+00
123,1.2300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9592698200158822e-01,2.4424084156826871e+02,3.7488343418048980e+05,2.8892637075518752e+06,8.7605528792692542e+02,2.7879615012225306e-01,1.2200000000000000e+00
124,1.2400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9415490935398041e-01,2.4727842089767410e+02,3.7339277244558441e+05,2.8871345321197030e+06,8.7561465974494683e+02,2.8240552867137070e-01,1.2200000000000000e+00
125,1.2500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.9215221736781531e-01,2.5059041734538701e+02,3.7172528496416821e+05,2.8848201532232747e+06,8.7513345573124946e+02,2.8634537475886707e-01,1.2200000000000000e+00
126,1.2600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.8999723690072037e-01,2.5412200526466742e+02,3.6993640940827207e+05,2.8823517233565305e+06,8.7461810855548617e+02,2.9055195951107593e-01,1.2200000000000000e+00
127,1.2700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.8775035194425707e-01,2.5784959218263447e+02,3.6806905681887310e+05,2.8797598637606008e+06,8.7407383607886050e+02,2.9499749510791995e-01,1.2200000000000000e+00
128,1.2800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.8544794657029509e-01,2.6175416145929290e+02,3.6614881711690821e+05,2.8770599820744251e+06,8.7350337941019939e+02,2.9966015888345232e-01,1.2200000000000000e+00
129,1.2900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.8309158957728291e-01,2.6579395680729510e+02,3.6417549428663694e+05,2.8742308320903662e+06,8.7290480853634415e+02,3.0449363345009978e-01,1.2200000000000000e+00
130,1.3000000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.8066375206643694e-01,2.6993078016093767e+02,3.6213482702574733e+05,2.8712343978083218e+06,8.7227355110197311e+02,3.0945656877928357e-01,1.2200000000000000e+00
131,1.3100000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.7815271238070387e-01,2.7417417741618931e+02,3.6001753441568848e+05,2.8680547546448689e+06,8.7160649583942597e+02,3.1456187938587804e-01,1.2200000000000000e+00
132,1.3200000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.7555639478202769e-01,2.7858550398236594e+02,3.5782124384569877e+05,2.8646969202051871e+06,8.7090149103131387e+02,3.1988176257738110e-01,1.2200000000000000e+00
133,1.3300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.7285750812847669e-01,2.8322353688327269e+02,3.5553265416073706e+05,2.8611540251382533e+06,8.7015447513964580e+02,3.2548650265554269e-01,1.2200000000000000e+00
134,1.3400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.7003438433401998e-01,2.8813284544711752e+02,3.5313540499954339e+05,2.8574122137566684e+06,8.6936073189278216e+02,3.3143071095446347e-01,1.2200000000000000e+00
135,1.3500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.6706502900601685e-01,2.9332450585325370e+02,3.5061316165449988e+05,2.8534489625193169e+06,8.6851553358513650e+02,3.3773086894881710e-01,1.2200000000000000e+00
136,1.3600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.6393882186575939e-01,2.9878244114363912e+02,3.4795862699532678e+05,2.8492484233791661e+06,8.6761634132221718e+02,3.4437161555567875e-01,1.2200000000000000e+00
137,1.3700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.6067240894360015e-01,3.0449149221271460e+02,3.4518521754971048e+05,2.8448253939112932e+06,8.6666531803736950e+02,3.5133688388761081e-01,1.2200000000000000e+00
138,1.3800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.5729850002868742e-01,3.1043387930261503e+02,3.4231819915615377e+05,2.8402104397110902e+06,8.6566722027673200e+02,3.5860648529971728e-01,1.2200000000000000e+00
139,1.3900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.5384759100452186e-01,3.1657572196685919e+02,3.3938074776308797e+05,2.8354246598524209e+06,8.6462617905649699e+02,3.6614172648845195e-01,1.2200000000000000e+00
140,1.4000000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.5034739707426639e-01,3.2287644952888513e+02,3.3639261431321921e+05,2.8304739596462217e+06,8.6354442150142040e+02,3.7389674635093922e-01,1.2200000000000000e+00
141,1.4100000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.4682136444147822e-01,3.2929267855533317e+02,3.3336865371413220e+05,2.8253449590427210e+06,8.6242146815887929e+02,3.8182337837474767e-01,1.2200000000000000e+00
142,1.4200000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.4329113648644933e-01,3.3578522966814131e+02,3.3032108119441767e+05,2.8200128112866599e+06,8.6125498992061955e+02,3.8987899472035581e-01,1.2200000000000000e+00
143,1.4300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.3978473199863342e-01,3.4233405712592139e+02,3.2726594102061167e+05,2.8144587258903389e+06,8.6004271650545468e+02,3.9804308618169687e-01,1.2200000000000000e+00
144,1.4400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.3632561404037327e-01,3.4892324155809803e+02,3.2421643625977257e+05,2.8086654201239655e+06,8.5878244850290889e+02,4.0629992166976170e-01,1.2200000000000000e+00
145,1.4500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.3292850271914249e-01,3.5553656508234565e+02,3.2118113641544880e+05,2.8026217313383417e+06,8.5747300485821393e+02,4.1463295411980328e-01,1.2200000000000000e+00
146,1.4600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.2959931704770258e-01,3.6215954192031904e+02,3.1816509828907950e+05,2.7963328960507819e+06,8.5611572807859432e+02,4.2302638538498100e-01,1.2200000000000000e+00
147,1.4700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.2633428847923391e-01,3.6877957192242923e+02,3.1516976849159243e+05,2.7898242472074581e+06,8.5471506734029867e+02,4.3146492441042028e-01,1.2200000000000000e+00
148,1.4800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.2312221939674242e-01,3.7538986942366176e+02,3.1219438380141044e+05,2.7831429802616965e+06,8.5327864156241105e+02,4.3993819971433651e-01,1.2200000000000000e+00
149,1.4900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.1995002871484841e-01,3.8199729133206699e+02,3.0923924774243316e+05,2.7763610357917277e+06,8.5181722154578904e+02,4.4844983368481112e-01,1.2200000000000000e+00
150,1.5000000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.1679951801912205e-01,3.8861400375838292e+02,3.0630210056471289e+05,2.7695575848327214e+06,8.5034243603117011e+02,4.5700883231486511e-01,1.2200000000000000e+00
151,1.5100000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.1364870028893783e-01,3.9525470314315334e+02,3.0337779330016824e+05,2.7628078912222651e+06,8.4886516666675379e+02,4.6562719105933326e-01,1.2200000000000000e+00
152,1.5200000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.1047454293496797e-01,4.0193510828962343e+02,3.0045921552868700e+05,2.7561761404882153e+06,8.4739448921374617e+02,4.7431876582364652e-01,1.2200000000000000e+00
153,1.5300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.0725552623514558e-01,4.0866987423701255e+02,2.9753839709085843e+05,2.7497106102899313e+06,8.4593702054585822e+02,4.8309728066199292e-01,1.2200000000000000e+00
154,1.5400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.0397431464613895e-01,4.1547150708576635e+02,2.9460806738647615e+05,2.7434428669004333e+06,8.4449684508150790e+02,4.9197520334805572e-01,1.2200000000000000e+00
155,1.5500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,5.0062091595789660e-01,4.2235196963353854e+02,2.9166395647422277e+05,2.7373924849000224e+06,8.4307614588005572e+02,5.0096538930378709e-01,1.2200000000000000e+00
156,1.5600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.9719280240235353e-01,4.2932163532369577e+02,2.8870524221506709e+05,2.7315703453204990e+06,8.4167578695841712e+02,5.1007958405830478e-01,1.2200000000000000e+00
157,1.5700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.9369220966865590e-01,4.3638569084380532e+02,2.8573314309966622e+05,2.7259788618818093e+06,8.4029559614318498e+02,5.1932402460127369e-01,1.2200000000000000e+00
158,1.5800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.9012398035336435e-01,4.4354300299347983e+02,2.8274994679308648e+05,2.7206140213071601e+06,8.3893479141238470e+02,5.2869782912061036e-01,1.2200000000000000e+00
159,1.5900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.8649406698970887e-01,4.5078680879514337e+02,2.7975841872877226e+05,2.7154680613028174e+06,8.3759239120735958e+02,5.3819353366540290e-01,1.2200000000000000e+00
160,1.6000000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.8280869671186361e-01,4.5810639948855470e+02,2.7676151810201269e+05,2.7105318971505617e+06,8.3626751191514245e+02,5.4779887172639508e-01,1.2200000000000000e+00
161,1.6100000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.7907481558594145e-01,4.6549031135514571e+02,2.7376283872262150e+05,2.7057982545088944e+06,8.3495965797684835e+02,5.5750036173370754e-01,1.2200000000000000e+00
162,1.6200000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.7530114655924743e-01,4.7292971190171659e+02,2.7076735452057677e+05,2.7012647370062745e+06,8.3366896682584934e+02,5.6728717359166136e-01,1.2200000000000000e+00
163,1.6300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.7149736307797041e-01,4.8041764807008707e+02,2.6778076566666272e+05,2.6969320657798648e+06,8.3239597344692640e+02,5.7715037481583698e-01,1.2200000000000000e+00
164,1.6400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.6767264256439378e-01,4.8794647778044782e+02,2.6480838911744271e+05,2.6928002279112688e+06,8.3114118312381243e+02,5.8708013474500154e-01,1.2200000000000000e+00
165,1.6500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.6383509758886521e-01,4.9550646653529998e+02,2.6185469393758842e+05,2.6888662717962102e+06,8.2990483177032718e+02,5.9706420250416059e-01,1.2200000000000000e+00
166,1.6600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.5999178079893366e-01,5.0308537997024422e+02,2.5892327469597454e+05,2.6851235483398833e+06,8.2868680745875452e+02,6.0708747314682432e-01,1.2200000000000000e+00
167,1.6700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.5614921340586873e-01,5.1066925803889848e+02,2.5601721015452157e+05,2.6815624287000047e+06,8.2748671592760695e+02,6.1713287743410083e-01,1.2200000000000000e+00
168,1.6800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.5231473876007289e-01,5.1824502355529694e+02,2.5313999524138903e+05,2.6781732067116988e+06,8.2630414128551638e+02,6.2718434733854922e-01,1.2200000000000000e+00
169,1.6900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.4849760992140419e-01,5.2580238412380140e+02,2.5029630133792604e+05,2.6749487303741146e+06,8.2513890581213388e+02,6.3722893251080703e-01,1.2200000000000000e+00
170,1.7000000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.4470873155233193e-01,5.3333082406180972e+02,2.4749181989907852e+05,2.6718829704014505e+06,8.2399108247863592e+02,6.4725315043156151e-01,1.2200000000000000e+00
171,1.7100000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.4096195815430084e-01,5.4081231479423468e+02,2.4473416500730926e+05,2.6689691206676872e+06,8.2286133083138941e+02,6.5723384309214949e-01,1.2200000000000000e+00
172,1.7200000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.3727993102327212e-01,5.4820766915298839e+02,2.4203683978188151e+05,2.6661998415818512e+06,8.2175220732860384e+02,6.6712040961244423e-01,1.2200000000000000e+00
173,1.7300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.3370682753380230e-01,5.5543119305203368e+02,2.3942778392098774e+05,2.6635693509966508e+06,8.2067094652888761e+02,6.7680133603033854e-01,1.2200000000000000e+00
174,1.7400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.3032926724650539e-01,5.6231159937469636e+02,2.3696327387058432e+05,2.6610777274044720e+06,8.1963405389622756e+02,6.8605202126690756e-01,1.2200000000000000e+00
175,1.7500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2729947441463417e-01,5.6855078352321436e+02,2.3474315506724059e+05,2.6587362854186161e+06,8.1867250465986467e+02,6.9447890369718868e-01,1.2200000000000000e+00
176,1.7600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2483527862230352e-01,5.7372446335234315e+02,2.3291040947859257e+05,2.6565661454750793e+06,8.1783195931302691e+02,7.0151876167112337e-01,1.2200000000000000e+00
177,1.7700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2313362077952849e-01,5.7744526248959949e+02,2.3159325849200811e+05,2.6545801441906095e+06,8.1715436480356618e+02,7.0665383110131241e-01,1.2200000000000000e+00
178,1.7800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2213809849820655e-01,5.7981333418276324e+02,2.3075077687924067e+05,2.6527458759630579e+06,8.1662792450019958e+02,7.1000919364547344e-01,1.2200000000000000e+00
179,1.7900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2151619784383576e-01,5.8146521976919382e+02,2.3015915857722124e+05,2.6509910941465595e+06,8.1618181054665172e+02,7.1242119372857327e-01,1.2200000000000000e+00
180,1.8000000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2097642624725035e-01,5.8295937558231446e+02,2.2962329866308667e+05,2.6492574294231134e+06,8.1575360669188501e+02,7.1462678289144443e-01,1.2200000000000000e+00
181,1.8100000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2040550947859973e-01,5.8451031944340173e+02,2.2906775994890087e+05,2.6475232199633336e+06,8.1531925756825513e+02,7.1690974304561783e-01,1.2200000000000000e+00
182,1.8200000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.1991610244685224e-01,5.8589876064116038e+02,2.2856754436171494e+05,2.6458076316784155e+06,8.1490302916135295e+02,7.1897973093084533e-01,1.2200000000000000e+00
183,1.8300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.1975266791455296e-01,5.8665322787338539e+02,2.2828500090270778e+05,2.6441536665516412e+06,8.1455773422806226e+02,7.2021073918025369e-01,1.2200000000000000e+00
184,1.8400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.1987044646160054e-01,5.8686491748297374e+02,2.2819007120969833e+05,2.6425567375634573e+06,8.1427412366589999e+02,7.2072156099088669e-01,1.2200000000000000e+00
185,1.8500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2008807132043913e-01,5.8688653993189632e+02,2.2816271350158454e+05,2.6409936550168116e+06,8.1401438021906483e+02,7.2097809841388227e-01,1.2200000000000000e+00
186,1.8600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2033498555001081e-01,5.8684996886044075e+02,2.2815671305875279e+05,2.6394570900804787e+06,8.1376455912193001e+02,7.2115449398984011e-01,1.2200000000000000e+00
187,1.8700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2058689865437526e-01,5.8679511684794556e+02,2.2815650908255976e+05,2.6379449163211570e+06,8.1352045432907437e+02,7.2130345798359374e-01,1.2200000000000000e+00
188,1.8800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2082333334778405e-01,5.8675724733148934e+02,2.2814896509648155e+05,2.6364558400820866e+06,8.1327844287605785e+02,7.2147153594345315e-01,1.2200000000000000e+00
189,1.8900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2096803333343835e-01,5.8688461153957314e+02,2.2808414165189216e+05,2.6349835785311274e+06,8.1302313031991912e+02,7.2185475376160335e-01,1.2200000000000000e+00
190,1.9000000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2101447995021674e-01,5.8719400070509596e+02,2.2795816276770152e+05,2.6335333853883487e+06,8.1275373319422931e+02,7.2247468910089918e-01,1.2200000000000000e+00
191,1.9100000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2106713008745450e-01,5.8748802934798755e+02,2.2784034520650542e+05,2.6321264903845438e+06,8.1249287310243142e+02,7.2306853241028080e-01,1.2200000000000000e+00
192,1.9200000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2114812360493337e-01,5.8772409031144980e+02,2.2774517267418906e+05,2.6307649916260284e+06,8.1224504466485655e+02,7.2357977949124064e-01,1.2200000000000000e+00
193,1.9300000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2122190820798761e-01,5.8796484323354798e+02,2.2764896180777540e+05,2.6294377216290673e+06,8.1200233246717141e+02,7.2409255457073318e-01,1.2200000000000000e+00
194,1.9400000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2127480403808115e-01,5.8823006860653516e+02,2.2754235731955781e+05,2.6281350107365474e+06,8.1176121842253883e+02,7.2463435707068846e-01,1.2200000000000000e+00
195,1.9500000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2132165763347967e-01,5.8849095531717683e+02,2.2743489537673569e+05,2.6268561209046394e+06,8.1152438258393101e+02,7.2516731221727992e-01,1.2200000000000000e+00
196,1.9600000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,4.2137468711656090e-01,5.8873541348512788e+02,2.2733379159950808e+05,2.6256005906544426e+06,8.1129293031800330e+02,7.2567551310272194e-01,1.2200000000000000e+00
197,1.9700000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,2.2881352588634930e-02,1.7826818031707624e+03,6.5033355216983055e+03,2.8808857977602724e+06,5.8885334856385111e+02,3.0273782216209320e+00,1.2200000000000000e+00
198,1.9800000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,2.2881352588634930e-02,1.7826818031707624e+03,6.5033355216983055e+03,2.8808857977602724e+06,5.8885334856385111e+02,3.0273782216209320e+00,1.2200000000000000e+00
199,1.9900000000000000e+02,9.9999999999999956e-01,3.5449077018110313e+00,2.2881352588634930e-02,1.7826818031707624e+03,6.5033355216983055e+03,2.8808857977602724e+06,5.8885334856385111e+02,3.0273782216209320e+00,1.2200000000000000e+00
